date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:33:27	40308/40308	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2012%20Mar%202019%2001:19:06%20GMT	https://www.gmanzola.fr/assets/webfonts/fa-regular-400.eot?	C:/Mes%20Sites%20Web/mand/www.gmanzola.fr/assets/webfonts/fa-regular-400d41d.eot	(from https://www.gmanzola.fr/assets/css/all.min.css)
13:33:27	14872/14872	---M--	200	added ('OK')	application/x-font-woff2	date:Tue,%2012%20Mar%202019%2001:19:07%20GMT	https://www.gmanzola.fr/assets/webfonts/fa-regular-400.woff2	C:/Mes%20Sites%20Web/mand/www.gmanzola.fr/assets/webfonts/fa-regular-400.woff2	(from https://www.gmanzola.fr/assets/css/all.min.css)
13:33:27	18164/18164	---M--	200	added ('OK')	application/x-font-woff	date:Tue,%2012%20Mar%202019%2001:19:07%20GMT	https://www.gmanzola.fr/assets/webfonts/fa-regular-400.woff	C:/Mes%20Sites%20Web/mand/www.gmanzola.fr/assets/webfonts/fa-regular-400.woff	(from https://www.gmanzola.fr/assets/css/all.min.css)
13:33:27	40080/40080	---M--	200	added ('OK')	application/x-font-ttf	date:Tue,%2012%20Mar%202019%2001:19:06%20GMT	https://www.gmanzola.fr/assets/webfonts/fa-regular-400.ttf	C:/Mes%20Sites%20Web/mand/www.gmanzola.fr/assets/webfonts/fa-regular-400.ttf	(from https://www.gmanzola.fr/assets/css/all.min.css)
13:33:28	139825/139825	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2012%20Mar%202019%2001:19:06%20GMT	https://www.gmanzola.fr/assets/webfonts/fa-regular-400.svg	C:/Mes%20Sites%20Web/mand/www.gmanzola.fr/assets/webfonts/fa-regular-400.svg	(from https://www.gmanzola.fr/assets/css/all.min.css)
13:33:28	209012/209012	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2012%20Mar%202019%2001:19:08%20GMT	https://www.gmanzola.fr/assets/webfonts/fa-solid-900.eot	C:/Mes%20Sites%20Web/mand/www.gmanzola.fr/assets/webfonts/fa-solid-900.eot	(from https://www.gmanzola.fr/assets/css/all.min.css)
13:33:29	79100/79100	---M--	200	added ('OK')	application/x-font-woff2	date:Tue,%2012%20Mar%202019%2001:19:09%20GMT	https://www.gmanzola.fr/assets/webfonts/fa-solid-900.woff2	C:/Mes%20Sites%20Web/mand/www.gmanzola.fr/assets/webfonts/fa-solid-900.woff2	(from https://www.gmanzola.fr/assets/css/all.min.css)
13:33:29	209012/209012	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2012%20Mar%202019%2001:19:08%20GMT	https://www.gmanzola.fr/assets/webfonts/fa-solid-900.eot?	C:/Mes%20Sites%20Web/mand/www.gmanzola.fr/assets/webfonts/fa-solid-900d41d.eot	(from https://www.gmanzola.fr/assets/css/all.min.css)
13:33:30	102224/102224	---M--	200	added ('OK')	application/x-font-woff	date:Tue,%2012%20Mar%202019%2001:19:08%20GMT	https://www.gmanzola.fr/assets/webfonts/fa-solid-900.woff	C:/Mes%20Sites%20Web/mand/www.gmanzola.fr/assets/webfonts/fa-solid-900.woff	(from https://www.gmanzola.fr/assets/css/all.min.css)
13:33:30	208792/208792	---M--	200	added ('OK')	application/x-font-ttf	date:Tue,%2012%20Mar%202019%2001:19:08%20GMT	https://www.gmanzola.fr/assets/webfonts/fa-solid-900.ttf	C:/Mes%20Sites%20Web/mand/www.gmanzola.fr/assets/webfonts/fa-solid-900.ttf	(from https://www.gmanzola.fr/assets/css/all.min.css)
13:33:31	196/196	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2020%20May%202020%2011:33:32%20GMT	https://www.gmanzola.fr/assets/fonts/fontawesome-webfont.eot?v=4.7.0	C:/Mes%20Sites%20Web/mand/www.gmanzola.fr/assets/fonts/fontawesome-webfont3e6e.eot	(from https://www.gmanzola.fr/assets/css/fontawesome.min.css)
13:33:31	196/196	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2020%20May%202020%2011:33:32%20GMT	https://www.gmanzola.fr/assets/fonts/fontawesome-webfont.eot?	C:/Mes%20Sites%20Web/mand/www.gmanzola.fr/assets/fonts/fontawesome-webfontd41d.eot	(from https://www.gmanzola.fr/assets/css/fontawesome.min.css)
13:33:32	64464/64464	---M--	200	added ('OK')	application/x-font-woff2	date:Tue,%2012%20Mar%202019%2001:19:02%20GMT	https://www.gmanzola.fr/assets/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/Mes%20Sites%20Web/mand/www.gmanzola.fr/assets/fonts/fontawesome-webfont3e6e.woff2	(from https://www.gmanzola.fr/assets/css/fontawesome.min.css)
13:33:32	794054/794054	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2012%20Mar%202019%2001:19:09%20GMT	https://www.gmanzola.fr/assets/webfonts/fa-solid-900.svg	C:/Mes%20Sites%20Web/mand/www.gmanzola.fr/assets/webfonts/fa-solid-900.svg	(from https://www.gmanzola.fr/assets/css/all.min.css)
13:33:33	196/196	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2020%20May%202020%2011:33:33%20GMT	https://www.gmanzola.fr/assets/fonts/fontawesome-webfont.woff?v=4.7.0	C:/Mes%20Sites%20Web/mand/www.gmanzola.fr/assets/fonts/fontawesome-webfont.413e6e.delayed	(from https://www.gmanzola.fr/assets/css/fontawesome.min.css)
13:33:33	196/196	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2020%20May%202020%2011:33:34%20GMT	https://www.gmanzola.fr/assets/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/Mes%20Sites%20Web/mand/www.gmanzola.fr/assets/fonts/fontawesome-webfont3e6e.ttf	(from https://www.gmanzola.fr/assets/css/fontawesome.min.css)
13:33:33	196/196	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2020%20May%202020%2011:33:34%20GMT	https://www.gmanzola.fr/assets/fonts/fontawesome-webfont.svg?v=4.7.0	C:/Mes%20Sites%20Web/mand/www.gmanzola.fr/assets/fonts/fontawesome-webfont3e6e.svg	(from https://www.gmanzola.fr/assets/css/fontawesome.min.css)
13:33:34	196/196	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2020%20May%202020%2011:33:34%20GMT	https://www.gmanzola.fr/assets/css/AjaxLoader.html	C:/Mes%20Sites%20Web/mand/www.gmanzola.fr/assets/css/AjaxLoader.html	(from https://www.gmanzola.fr/assets/css/owl.theme.css)
13:33:34	116/116	---M--	200	added ('OK')	image/png	date:Thu,%2014%20Mar%202019%2020:04:08%20GMT	https://www.gmanzola.fr/assets/images/grabbing.png	C:/Mes%20Sites%20Web/mand/www.gmanzola.fr/assets/images/grabbing.png	(from https://www.gmanzola.fr/assets/css/owl.carousel.css)
13:33:35	22217/22217	---M--	200	added ('OK')	image/png	date:Thu,%2014%20Mar%202019%2020:04:09%20GMT	https://www.gmanzola.fr/assets/images/pattern1.png	C:/Mes%20Sites%20Web/mand/www.gmanzola.fr/assets/images/pattern1.png	(from https://www.gmanzola.fr/assets/css/style.css)
13:33:38	154777/154777	---M--	200	added ('OK')	image/jpeg	date:Thu,%2014%20Mar%202019%2020:04:08%20GMT	https://www.gmanzola.fr/assets/images/home2.jpg	C:/Mes%20Sites%20Web/mand/www.gmanzola.fr/assets/images/home2.jpg	(from https://www.gmanzola.fr/assets/css/style.css)
13:33:38	108304/108304	---M--	200	added ('OK')	image/jpeg	date:Thu,%2014%20Mar%202019%2020:04:07%20GMT	https://www.gmanzola.fr/assets/images/about.jpg	C:/Mes%20Sites%20Web/mand/www.gmanzola.fr/assets/images/about.jpg	(from https://www.gmanzola.fr/assets/css/style.css)
